A	B	TargetPathway	type	val	Method
GSE7621	GSE90514	Parkinson disease	Szymkiewicz–Simpson coefficient	0.16216216216216217	binox-funcoup
GSE12685	GSE28146	Alzheimer disease	Jaccard index	0.4641350210970464	binox-funcoup
GSE12685	GSE28146	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.6666666666666666	binox-funcoup
GSE12685	GSE36980	Alzheimer disease	Jaccard index	0.0851063829787234	binox-funcoup
GSE12685	GSE36980	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.41025641025641024	binox-funcoup
GSE12685	GSE37263	Alzheimer disease	Jaccard index	0.20187793427230047	binox-funcoup
GSE12685	GSE37263	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.4725274725274725	binox-funcoup
GSE12685	GSE39420	Alzheimer disease	Jaccard index	0.7115384615384616	binox-funcoup
GSE12685	GSE39420	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.896969696969697	binox-funcoup
GSE12685	GSE4757	Alzheimer disease	Jaccard index	0.15228426395939088	binox-funcoup
GSE12685	GSE4757	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.4838709677419355	binox-funcoup
GSE12685	GSE95587	Alzheimer disease	Jaccard index	0.24081632653061225	binox-funcoup
GSE12685	GSE95587	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.4244604316546763	binox-funcoup
GSE12685	GSE97760	Alzheimer disease	Jaccard index	0.026881720430107527	binox-funcoup
GSE12685	GSE97760	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.19230769230769232	binox-funcoup
GSE28146	GSE36980	Alzheimer disease	Jaccard index	0.17553191489361702	binox-funcoup
GSE28146	GSE36980	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.8461538461538461	binox-funcoup
GSE28146	GSE37263	Alzheimer disease	Jaccard index	0.2638888888888889	binox-funcoup
GSE28146	GSE37263	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.6263736263736264	binox-funcoup
GSE28146	GSE39420	Alzheimer disease	Jaccard index	0.5286885245901639	binox-funcoup
GSE28146	GSE39420	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.7087912087912088	binox-funcoup
GSE28146	GSE4757	Alzheimer disease	Jaccard index	0.17307692307692307	binox-funcoup
GSE28146	GSE4757	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.5806451612903226	binox-funcoup
GSE28146	GSE95587	Alzheimer disease	Jaccard index	0.5285714285714286	binox-funcoup
GSE28146	GSE95587	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.7985611510791367	binox-funcoup
GSE28146	GSE97760	Alzheimer disease	Jaccard index	0.03482587064676617	binox-funcoup
GSE28146	GSE97760	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.2692307692307692	binox-funcoup
GSE36980	GSE37263	Alzheimer disease	Jaccard index	0.17117117117117117	binox-funcoup
GSE36980	GSE37263	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.48717948717948717	binox-funcoup
GSE36980	GSE39420	Alzheimer disease	Jaccard index	0.12745098039215685	binox-funcoup
GSE36980	GSE39420	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.6666666666666666	binox-funcoup
GSE36980	GSE4757	Alzheimer disease	Jaccard index	0.27848101265822783	binox-funcoup
GSE36980	GSE4757	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.5641025641025641	binox-funcoup
GSE36980	GSE95587	Alzheimer disease	Jaccard index	0.18666666666666668	binox-funcoup
GSE36980	GSE95587	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.717948717948718	binox-funcoup
GSE36980	GSE97760	Alzheimer disease	Jaccard index	0.08333333333333333	binox-funcoup
GSE36980	GSE97760	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.19230769230769232	binox-funcoup
GSE37263	GSE39420	Alzheimer disease	Jaccard index	0.2422907488986784	binox-funcoup
GSE37263	GSE39420	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.6043956043956044	binox-funcoup
GSE37263	GSE4757	Alzheimer disease	Jaccard index	0.24390243902439024	binox-funcoup
GSE37263	GSE4757	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.4838709677419355	binox-funcoup
GSE37263	GSE95587	Alzheimer disease	Jaccard index	0.2849162011173184	binox-funcoup
GSE37263	GSE95587	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.5604395604395604	binox-funcoup
GSE37263	GSE97760	Alzheimer disease	Jaccard index	0.18181818181818182	binox-funcoup
GSE37263	GSE97760	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.6923076923076923	binox-funcoup
GSE39420	GSE4757	Alzheimer disease	Jaccard index	0.14479638009049775	binox-funcoup
GSE39420	GSE4757	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.5161290322580645	binox-funcoup
GSE39420	GSE95587	Alzheimer disease	Jaccard index	0.34146341463414637	binox-funcoup
GSE39420	GSE95587	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.60431654676259	binox-funcoup
GSE39420	GSE97760	Alzheimer disease	Jaccard index	0.018779342723004695	binox-funcoup
GSE39420	GSE97760	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.15384615384615385	binox-funcoup
GSE4757	GSE95587	Alzheimer disease	Jaccard index	0.16184971098265896	binox-funcoup
GSE4757	GSE95587	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.45161290322580644	binox-funcoup
GSE4757	GSE97760	Alzheimer disease	Jaccard index	0.15789473684210525	binox-funcoup
GSE4757	GSE97760	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.46153846153846156	binox-funcoup
GSE95587	GSE97760	Alzheimer disease	Jaccard index	0.024844720496894408	binox-funcoup
GSE95587	GSE97760	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.15384615384615385	binox-funcoup
GSE18842	GSE19188	Non-small cell lung cancer	Jaccard index	0.6666666666666666	binox-funcoup
GSE18842	GSE19188	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.84	binox-funcoup
GSE18842	GSE19804	Non-small cell lung cancer	Jaccard index	0.11555555555555555	binox-funcoup
GSE18842	GSE19804	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.52	binox-funcoup
GSE18842	GSE20189	Non-small cell lung cancer	Jaccard index	0.1625	binox-funcoup
GSE18842	GSE20189	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.3023255813953488	binox-funcoup
GSE18842	GSE21933	Non-small cell lung cancer	Jaccard index	0.671875	binox-funcoup
GSE18842	GSE21933	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.86	binox-funcoup
GSE18842	GSE27262	Non-small cell lung cancer	Jaccard index	0.11673151750972763	binox-funcoup
GSE18842	GSE27262	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.6	binox-funcoup
GSE18842	GSE52248	Non-small cell lung cancer	Jaccard index	0.14634146341463414	binox-funcoup
GSE18842	GSE52248	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.72	binox-funcoup
GSE19188	GSE19804	Non-small cell lung cancer	Jaccard index	0.14798206278026907	binox-funcoup
GSE19188	GSE19804	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.6	binox-funcoup
GSE19188	GSE20189	Non-small cell lung cancer	Jaccard index	0.16666666666666666	binox-funcoup
GSE19188	GSE20189	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.32558139534883723	binox-funcoup
GSE19188	GSE21933	Non-small cell lung cancer	Jaccard index	0.5555555555555556	binox-funcoup
GSE19188	GSE21933	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.7272727272727273	binox-funcoup
GSE19188	GSE27262	Non-small cell lung cancer	Jaccard index	0.1274131274131274	binox-funcoup
GSE19188	GSE27262	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.6	binox-funcoup
GSE19188	GSE52248	Non-small cell lung cancer	Jaccard index	0.16666666666666666	binox-funcoup
GSE19188	GSE52248	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.7454545454545455	binox-funcoup
GSE19804	GSE20189	Non-small cell lung cancer	Jaccard index	0.1141552511415525	binox-funcoup
GSE19804	GSE20189	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.5813953488372093	binox-funcoup
GSE19804	GSE21933	Non-small cell lung cancer	Jaccard index	0.1780821917808219	binox-funcoup
GSE19804	GSE21933	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.6842105263157895	binox-funcoup
GSE19804	GSE27262	Non-small cell lung cancer	Jaccard index	0.6976744186046512	binox-funcoup
GSE19804	GSE27262	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.8955223880597015	binox-funcoup
GSE19804	GSE52248	Non-small cell lung cancer	Jaccard index	0.6653846153846154	binox-funcoup
GSE19804	GSE52248	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.8606965174129353	binox-funcoup
GSE20189	GSE21933	Non-small cell lung cancer	Jaccard index	0.20481927710843373	binox-funcoup
GSE20189	GSE21933	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.3953488372093023	binox-funcoup
GSE20189	GSE27262	Non-small cell lung cancer	Jaccard index	0.07692307692307693	binox-funcoup
GSE20189	GSE27262	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.46511627906976744	binox-funcoup
GSE20189	GSE52248	Non-small cell lung cancer	Jaccard index	0.10887096774193548	binox-funcoup
GSE20189	GSE52248	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.627906976744186	binox-funcoup
GSE21933	GSE27262	Non-small cell lung cancer	Jaccard index	0.1484375	binox-funcoup
GSE21933	GSE27262	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.6666666666666666	binox-funcoup
GSE21933	GSE52248	Non-small cell lung cancer	Jaccard index	0.18930041152263374	binox-funcoup
GSE21933	GSE52248	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.8070175438596491	binox-funcoup
GSE27262	GSE52248	Non-small cell lung cancer	Jaccard index	0.8178294573643411	binox-funcoup
GSE27262	GSE52248	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.9094827586206896	binox-funcoup
GSE12643	GSE13760	Type II diabetes mellitus	Jaccard index	0.16216216216216217	binox-funcoup
GSE12643	GSE13760	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.34285714285714286	binox-funcoup
GSE12643	GSE15653	Type II diabetes mellitus	Jaccard index	0.04316546762589928	binox-funcoup
GSE12643	GSE15653	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.11764705882352941	binox-funcoup
GSE12643	GSE20966	Type II diabetes mellitus	Jaccard index	0.0658682634730539	binox-funcoup
GSE12643	GSE20966	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.21568627450980393	binox-funcoup
GSE12643	GSE21340	Type II diabetes mellitus	Jaccard index	0.15454545454545454	binox-funcoup
GSE12643	GSE21340	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.6666666666666666	binox-funcoup
GSE12643	GSE38642	Type II diabetes mellitus	Jaccard index	0.1044776119402985	binox-funcoup
GSE12643	GSE38642	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.30434782608695654	binox-funcoup
GSE12643	GSE40234	Type II diabetes mellitus	Jaccard index	0.175	binox-funcoup
GSE12643	GSE40234	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.6862745098039216	binox-funcoup
GSE13760	GSE15653	Type II diabetes mellitus	Jaccard index	0.015748031496062992	binox-funcoup
GSE13760	GSE15653	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.05714285714285714	binox-funcoup
GSE13760	GSE20966	Type II diabetes mellitus	Jaccard index	0.04516129032258064	binox-funcoup
GSE13760	GSE20966	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.2	binox-funcoup
GSE13760	GSE21340	Type II diabetes mellitus	Jaccard index	0.10697674418604651	binox-funcoup
GSE13760	GSE21340	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.6571428571428571	binox-funcoup
GSE13760	GSE38642	Type II diabetes mellitus	Jaccard index	0.13725490196078433	binox-funcoup
GSE13760	GSE38642	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.30434782608695654	binox-funcoup
GSE13760	GSE40234	Type II diabetes mellitus	Jaccard index	0.10050251256281408	binox-funcoup
GSE13760	GSE40234	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.5714285714285714	binox-funcoup
GSE15653	GSE20966	Type II diabetes mellitus	Jaccard index	0.43506493506493504	binox-funcoup
GSE15653	GSE20966	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.7127659574468085	binox-funcoup
GSE15653	GSE21340	Type II diabetes mellitus	Jaccard index	0.13793103448275862	binox-funcoup
GSE15653	GSE21340	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.3829787234042553	binox-funcoup
GSE15653	GSE38642	Type II diabetes mellitus	Jaccard index	0.017391304347826087	binox-funcoup
GSE15653	GSE38642	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.08695652173913043	binox-funcoup
GSE15653	GSE40234	Type II diabetes mellitus	Jaccard index	0.12096774193548387	binox-funcoup
GSE15653	GSE40234	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.3191489361702128	binox-funcoup
GSE20966	GSE21340	Type II diabetes mellitus	Jaccard index	0.30952380952380953	binox-funcoup
GSE20966	GSE21340	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.6141732283464567	binox-funcoup
GSE20966	GSE38642	Type II diabetes mellitus	Jaccard index	0.013513513513513514	binox-funcoup
GSE20966	GSE38642	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.08695652173913043	binox-funcoup
GSE20966	GSE40234	Type II diabetes mellitus	Jaccard index	0.29583333333333334	binox-funcoup
GSE20966	GSE40234	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.5590551181102362	binox-funcoup
GSE21340	GSE38642	Type II diabetes mellitus	Jaccard index	0.05116279069767442	binox-funcoup
GSE21340	GSE38642	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.4782608695652174	binox-funcoup
GSE21340	GSE40234	Type II diabetes mellitus	Jaccard index	0.6973684210526315	binox-funcoup
GSE21340	GSE40234	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.8641304347826086	binox-funcoup
GSE38642	GSE40234	Type II diabetes mellitus	Jaccard index	0.035	binox-funcoup
GSE38642	GSE40234	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.30434782608695654	binox-funcoup
GSE10715	GSE13067	Colorectal cancer	Jaccard index	0.22105263157894736	binox-funcoup
GSE10715	GSE13067	Colorectal cancer	Szymkiewicz–Simpson coefficient	0.375	binox-funcoup
GSE10715	GSE31737	Colorectal cancer	Jaccard index	0.09523809523809523	binox-funcoup
GSE10715	GSE31737	Colorectal cancer	Szymkiewicz–Simpson coefficient	0.18181818181818182	binox-funcoup
GSE10715	GSE4107	Colorectal cancer	Jaccard index	0.2237442922374429	binox-funcoup
GSE10715	GSE4107	Colorectal cancer	Szymkiewicz–Simpson coefficient	0.8166666666666667	binox-funcoup
GSE10715	GSE49355	Colorectal cancer	Jaccard index	0.028037383177570093	binox-funcoup
GSE10715	GSE49355	Colorectal cancer	Szymkiewicz–Simpson coefficient	0.06	binox-funcoup
GSE10715	GSE50117	Colorectal cancer	Jaccard index	0.12658227848101267	binox-funcoup
GSE10715	GSE50117	Colorectal cancer	Szymkiewicz–Simpson coefficient	0.3448275862068966	binox-funcoup
GSE13067	GSE31737	Colorectal cancer	Jaccard index	0.18085106382978725	binox-funcoup
GSE13067	GSE31737	Colorectal cancer	Szymkiewicz–Simpson coefficient	0.3090909090909091	binox-funcoup
GSE13067	GSE4107	Colorectal cancer	Jaccard index	0.1	binox-funcoup
GSE13067	GSE4107	Colorectal cancer	Szymkiewicz–Simpson coefficient	0.42857142857142855	binox-funcoup
GSE13067	GSE49355	Colorectal cancer	Jaccard index	0.009523809523809525	binox-funcoup
GSE13067	GSE49355	Colorectal cancer	Szymkiewicz–Simpson coefficient	0.02	binox-funcoup
GSE13067	GSE50117	Colorectal cancer	Jaccard index	0.25	binox-funcoup
GSE13067	GSE50117	Colorectal cancer	Szymkiewicz–Simpson coefficient	0.5862068965517241	binox-funcoup
GSE31737	GSE4107	Colorectal cancer	Jaccard index	0.11440677966101695	binox-funcoup
GSE31737	GSE4107	Colorectal cancer	Szymkiewicz–Simpson coefficient	0.4909090909090909	binox-funcoup
GSE31737	GSE49355	Colorectal cancer	Jaccard index	0.4	binox-funcoup
GSE31737	GSE49355	Colorectal cancer	Szymkiewicz–Simpson coefficient	0.6	binox-funcoup
GSE31737	GSE50117	Colorectal cancer	Jaccard index	0.3770491803278688	binox-funcoup
GSE31737	GSE50117	Colorectal cancer	Szymkiewicz–Simpson coefficient	0.7931034482758621	binox-funcoup
GSE4107	GSE49355	Colorectal cancer	Jaccard index	0.1780821917808219	binox-funcoup
GSE4107	GSE49355	Colorectal cancer	Szymkiewicz–Simpson coefficient	0.78	binox-funcoup
GSE4107	GSE50117	Colorectal cancer	Jaccard index	0.017167381974248927	binox-funcoup
GSE4107	GSE50117	Colorectal cancer	Szymkiewicz–Simpson coefficient	0.13793103448275862	binox-funcoup
GSE49355	GSE50117	Colorectal cancer	Jaccard index	0.09722222222222222	binox-funcoup
GSE49355	GSE50117	Colorectal cancer	Szymkiewicz–Simpson coefficient	0.2413793103448276	binox-funcoup
GSE16515	GSE18670	Pancreatic cancer	Jaccard index	0.1796116504854369	binox-funcoup
GSE16515	GSE18670	Pancreatic cancer	Szymkiewicz–Simpson coefficient	0.9487179487179487	binox-funcoup
GSE16515	GSE23397	Pancreatic cancer	Jaccard index	0.6209677419354839	binox-funcoup
GSE16515	GSE23397	Pancreatic cancer	Szymkiewicz–Simpson coefficient	0.7777777777777778	binox-funcoup
GSE16515	GSE28735	Pancreatic cancer	Jaccard index	0.7407407407407407	binox-funcoup
GSE16515	GSE28735	Pancreatic cancer	Szymkiewicz–Simpson coefficient	0.8823529411764706	binox-funcoup
GSE16515	GSE42952	Pancreatic cancer	Jaccard index	0.45228215767634855	binox-funcoup
GSE16515	GSE42952	Pancreatic cancer	Szymkiewicz–Simpson coefficient	0.7465753424657534	binox-funcoup
GSE18670	GSE23397	Pancreatic cancer	Jaccard index	0.10747663551401869	binox-funcoup
GSE18670	GSE23397	Pancreatic cancer	Szymkiewicz–Simpson coefficient	0.5897435897435898	binox-funcoup
GSE18670	GSE28735	Pancreatic cancer	Jaccard index	0.15695067264573992	binox-funcoup
GSE18670	GSE28735	Pancreatic cancer	Szymkiewicz–Simpson coefficient	0.8974358974358975	binox-funcoup
GSE18670	GSE42952	Pancreatic cancer	Jaccard index	0.05714285714285714	binox-funcoup
GSE18670	GSE42952	Pancreatic cancer	Szymkiewicz–Simpson coefficient	0.2564102564102564	binox-funcoup
GSE23397	GSE28735	Pancreatic cancer	Jaccard index	0.7160493827160493	binox-funcoup
GSE23397	GSE28735	Pancreatic cancer	Szymkiewicz–Simpson coefficient	0.8787878787878788	binox-funcoup
GSE23397	GSE42952	Pancreatic cancer	Jaccard index	0.3983739837398374	binox-funcoup
GSE23397	GSE42952	Pancreatic cancer	Szymkiewicz–Simpson coefficient	0.6712328767123288	binox-funcoup
GSE28735	GSE42952	Pancreatic cancer	Jaccard index	0.4092664092664093	binox-funcoup
GSE28735	GSE42952	Pancreatic cancer	Szymkiewicz–Simpson coefficient	0.726027397260274	binox-funcoup
GSE10927	GSE15641	Renal cell carcinoma	Jaccard index	0.40969162995594716	binox-funcoup
GSE10927	GSE15641	Renal cell carcinoma	Szymkiewicz–Simpson coefficient	0.5923566878980892	binox-funcoup
GSE10927	GSE33371	Renal cell carcinoma	Jaccard index	1	binox-funcoup
GSE10927	GSE33371	Renal cell carcinoma	Szymkiewicz–Simpson coefficient	1	binox-funcoup
GSE10927	GSE53757	Renal cell carcinoma	Jaccard index	0.38738738738738737	binox-funcoup
GSE10927	GSE53757	Renal cell carcinoma	Szymkiewicz–Simpson coefficient	0.593103448275862	binox-funcoup
GSE15641	GSE33371	Renal cell carcinoma	Jaccard index	0.40969162995594716	binox-funcoup
GSE15641	GSE33371	Renal cell carcinoma	Szymkiewicz–Simpson coefficient	0.5923566878980892	binox-funcoup
GSE15641	GSE53757	Renal cell carcinoma	Jaccard index	0.7456647398843931	binox-funcoup
GSE15641	GSE53757	Renal cell carcinoma	Szymkiewicz–Simpson coefficient	0.8896551724137931	binox-funcoup
GSE33371	GSE53757	Renal cell carcinoma	Jaccard index	0.38738738738738737	binox-funcoup
GSE33371	GSE53757	Renal cell carcinoma	Szymkiewicz–Simpson coefficient	0.593103448275862	binox-funcoup
GSE19187	GSE23552	Asthma	Jaccard index	0.7686274509803922	binox-funcoup
GSE19187	GSE23552	Asthma	Szymkiewicz–Simpson coefficient	0.8711111111111111	binox-funcoup
GSE19187	GSE27011	Asthma	Jaccard index	0.58203125	binox-funcoup
GSE19187	GSE27011	Asthma	Szymkiewicz–Simpson coefficient	0.8324022346368715	binox-funcoup
GSE23552	GSE27011	Asthma	Jaccard index	0.6557377049180327	binox-funcoup
GSE23552	GSE27011	Asthma	Szymkiewicz–Simpson coefficient	0.8938547486033519	binox-funcoup
GSE16499	GSE3586	Dilated cardiomyopathy	Jaccard index	0.05405405405405406	binox-funcoup
GSE16499	GSE3586	Dilated cardiomyopathy	Szymkiewicz–Simpson coefficient	0.10526315789473684	binox-funcoup
GSE16499	GSE42955	Dilated cardiomyopathy	Jaccard index	0.19540229885057472	binox-funcoup
GSE16499	GSE42955	Dilated cardiomyopathy	Szymkiewicz–Simpson coefficient	0.4473684210526316	binox-funcoup
GSE3586	GSE42955	Dilated cardiomyopathy	Jaccard index	0.21839080459770116	binox-funcoup
GSE3586	GSE42955	Dilated cardiomyopathy	Szymkiewicz–Simpson coefficient	0.475	binox-funcoup
GSE45516	GSE64810	Huntington disease	Jaccard index	0.024	binox-funcoup
GSE45516	GSE64810	Huntington disease	Szymkiewicz–Simpson coefficient	0.16666666666666666	binox-funcoup
GSE45516	GSE73655	Huntington disease	Jaccard index	0.21212121212121213	binox-funcoup
GSE45516	GSE73655	Huntington disease	Szymkiewicz–Simpson coefficient	0.3888888888888889	binox-funcoup
GSE64810	GSE73655	Huntington disease	Jaccard index	0.06451612903225806	binox-funcoup
GSE64810	GSE73655	Huntington disease	Szymkiewicz–Simpson coefficient	0.36363636363636365	binox-funcoup
GSE14580	GSE22619	Inflammatory bowel disease	Jaccard index	0.39330543933054396	binox-funcoup
GSE14580	GSE22619	Inflammatory bowel disease	Szymkiewicz–Simpson coefficient	0.9591836734693877	binox-funcoup
GSE14580	GSE36807	Inflammatory bowel disease	Jaccard index	0.32	binox-funcoup
GSE14580	GSE36807	Inflammatory bowel disease	Szymkiewicz–Simpson coefficient	0.8421052631578947	binox-funcoup
GSE22619	GSE36807	Inflammatory bowel disease	Jaccard index	0.2781456953642384	binox-funcoup
GSE22619	GSE36807	Inflammatory bowel disease	Szymkiewicz–Simpson coefficient	0.4421052631578947	binox-funcoup
GSE11682	GSE22260	Prostate cancer	Jaccard index	0.22807017543859648	binox-funcoup
GSE11682	GSE22260	Prostate cancer	Szymkiewicz–Simpson coefficient	0.41935483870967744	binox-funcoup
GSE11682	GSE30521	Prostate cancer	Jaccard index	0.09615384615384616	binox-funcoup
GSE11682	GSE30521	Prostate cancer	Szymkiewicz–Simpson coefficient	0.19230769230769232	binox-funcoup
GSE22260	GSE30521	Prostate cancer	Jaccard index	0.06557377049180328	binox-funcoup
GSE22260	GSE30521	Prostate cancer	Szymkiewicz–Simpson coefficient	0.15384615384615385	binox-funcoup
GSE10810	GSE26304	Breast cancer	Jaccard index	0.4774774774774775	binox-funcoup
GSE10810	GSE26304	Breast cancer	Szymkiewicz–Simpson coefficient	0.654320987654321	binox-funcoup
GSE38476	GSE54236	Hepatocellular carcinoma	Jaccard index	0.12650602409638553	binox-funcoup
GSE38476	GSE54236	Hepatocellular carcinoma	Szymkiewicz–Simpson coefficient	0.75	binox-funcoup
GSE30153	GSE50635	Systemic lupus erythematosus	Jaccard index	0.0759493670886076	binox-funcoup
GSE30153	GSE50635	Systemic lupus erythematosus	Szymkiewicz–Simpson coefficient	0.35294117647058826	binox-funcoup
GSE10586	GSE41762	Type I diabetes mellitus	Jaccard index	0.025974025974025976	binox-funcoup
GSE10586	GSE41762	Type I diabetes mellitus	Szymkiewicz–Simpson coefficient	0.08333333333333333	binox-funcoup
GSE18838	GSE19587	Parkinson disease	Jaccard index	0.021052631578947368	binox-string
GSE18838	GSE19587	Parkinson disease	Szymkiewicz–Simpson coefficient	0.07407407407407407	binox-string
GSE18838	GSE20141	Parkinson disease	Jaccard index	0.5879629629629629	binox-string
GSE18838	GSE20141	Parkinson disease	Szymkiewicz–Simpson coefficient	0.9071428571428571	binox-string
GSE18838	GSE20146	Parkinson disease	Jaccard index	0.5959595959595959	binox-string
GSE18838	GSE20146	Parkinson disease	Szymkiewicz–Simpson coefficient	0.8428571428571429	binox-string
GSE18838	GSE20163	Parkinson disease	Jaccard index	0.3384615384615385	binox-string
GSE18838	GSE20163	Parkinson disease	Szymkiewicz–Simpson coefficient	0.6285714285714286	binox-string
GSE18838	GSE20164	Parkinson disease	Jaccard index	0.20833333333333334	binox-string
GSE18838	GSE20164	Parkinson disease	Szymkiewicz–Simpson coefficient	0.371900826446281	binox-string
GSE18838	GSE20291	Parkinson disease	Jaccard index	0.10101010101010101	binox-string
GSE18838	GSE20291	Parkinson disease	Szymkiewicz–Simpson coefficient	0.2564102564102564	binox-string
GSE18838	GSE20292	Parkinson disease	Jaccard index	0.15508021390374332	binox-string
GSE18838	GSE20292	Parkinson disease	Szymkiewicz–Simpson coefficient	0.3815789473684211	binox-string
GSE18838	GSE20314	Parkinson disease	Jaccard index	0.16770186335403728	binox-string
GSE18838	GSE20314	Parkinson disease	Szymkiewicz–Simpson coefficient	0.5625	binox-string
GSE18838	GSE20333	Parkinson disease	Jaccard index	0.46113989637305697	binox-string
GSE18838	GSE20333	Parkinson disease	Szymkiewicz–Simpson coefficient	0.6357142857142857	binox-string
GSE18838	GSE7621	Parkinson disease	Jaccard index	0.5542857142857143	binox-string
GSE18838	GSE7621	Parkinson disease	Szymkiewicz–Simpson coefficient	0.7348484848484849	binox-string
GSE18838	GSE90514	Parkinson disease	Jaccard index	0.26288659793814434	binox-string
GSE18838	GSE90514	Parkinson disease	Szymkiewicz–Simpson coefficient	0.4857142857142857	binox-string
GSE19587	GSE20141	Parkinson disease	Jaccard index	0.0321285140562249	binox-string
GSE19587	GSE20141	Parkinson disease	Szymkiewicz–Simpson coefficient	0.14814814814814814	binox-string
GSE19587	GSE20146	Parkinson disease	Jaccard index	0.059907834101382486	binox-string
GSE19587	GSE20146	Parkinson disease	Szymkiewicz–Simpson coefficient	0.24074074074074073	binox-string
GSE19587	GSE20163	Parkinson disease	Jaccard index	0.19090909090909092	binox-string
GSE19587	GSE20163	Parkinson disease	Szymkiewicz–Simpson coefficient	0.7777777777777778	binox-string
GSE19587	GSE20164	Parkinson disease	Jaccard index	0.1513157894736842	binox-string
GSE19587	GSE20164	Parkinson disease	Szymkiewicz–Simpson coefficient	0.42592592592592593	binox-string
GSE19587	GSE20291	Parkinson disease	Jaccard index	0.2692307692307692	binox-string
GSE19587	GSE20291	Parkinson disease	Szymkiewicz–Simpson coefficient	0.5185185185185185	binox-string
GSE19587	GSE20292	Parkinson disease	Jaccard index	0.3	binox-string
GSE19587	GSE20292	Parkinson disease	Szymkiewicz–Simpson coefficient	0.5555555555555556	binox-string
GSE19587	GSE20314	Parkinson disease	Jaccard index	0.0851063829787234	binox-string
