A	B	TargetPathway	type	val	Method
GSE19804	GSE52248	Non-small cell lung cancer	Jaccard index	0.4823943661971831	gsva
GSE19804	GSE52248	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.9716312056737588	gsva
GSE20189	GSE21933	Non-small cell lung cancer	Jaccard index	0.41923076923076924	gsva
GSE20189	GSE21933	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.6526946107784432	gsva
GSE20189	GSE27262	Non-small cell lung cancer	Jaccard index	0.506993006993007	gsva
GSE20189	GSE27262	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.8682634730538922	gsva
GSE20189	GSE52248	Non-small cell lung cancer	Jaccard index	0.3508771929824561	gsva
GSE20189	GSE52248	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.5673758865248227	gsva
GSE21933	GSE27262	Non-small cell lung cancer	Jaccard index	0.6124567474048442	gsva
GSE21933	GSE27262	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.8762376237623762	gsva
GSE21933	GSE52248	Non-small cell lung cancer	Jaccard index	0.41735537190082644	gsva
GSE21933	GSE52248	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.7163120567375887	gsva
GSE27262	GSE52248	Non-small cell lung cancer	Jaccard index	0.4727272727272727	gsva
GSE27262	GSE52248	Non-small cell lung cancer	Szymkiewicz–Simpson coefficient	0.9219858156028369	gsva
GSE12643	GSE13760	Type II diabetes mellitus	Jaccard index	0.02127659574468085	gsva
GSE12643	GSE13760	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.047619047619047616	gsva
GSE12643	GSE15653	Type II diabetes mellitus	Jaccard index	0.05555555555555555	gsva
GSE12643	GSE15653	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.2962962962962963	gsva
GSE12643	GSE20966	Type II diabetes mellitus	Jaccard index	0.03896103896103896	gsva
GSE12643	GSE20966	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.1111111111111111	gsva
GSE12643	GSE21340	Type II diabetes mellitus	Jaccard index	0.030303030303030304	gsva
GSE12643	GSE21340	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.07407407407407407	gsva
GSE12643	GSE38642	Type II diabetes mellitus	Jaccard index	0.045454545454545456	gsva
GSE12643	GSE38642	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.18518518518518517	gsva
GSE12643	GSE40234	Type II diabetes mellitus	Jaccard index	0.06451612903225806	gsva
GSE12643	GSE40234	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.14814814814814814	gsva
GSE13760	GSE15653	Type II diabetes mellitus	Jaccard index	0.04285714285714286	gsva
GSE13760	GSE15653	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.2857142857142857	gsva
GSE13760	GSE20966	Type II diabetes mellitus	Jaccard index	0.027777777777777776	gsva
GSE13760	GSE20966	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.09523809523809523	gsva
GSE13760	GSE21340	Type II diabetes mellitus	Jaccard index	0.03333333333333333	gsva
GSE13760	GSE21340	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.09523809523809523	gsva
GSE13760	GSE38642	Type II diabetes mellitus	Jaccard index	0.02830188679245283	gsva
GSE13760	GSE38642	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.14285714285714285	gsva
GSE13760	GSE40234	Type II diabetes mellitus	Jaccard index	0.07142857142857142	gsva
GSE13760	GSE40234	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.19047619047619047	gsva
GSE15653	GSE20966	Type II diabetes mellitus	Jaccard index	0.15584415584415584	gsva
GSE15653	GSE20966	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.4528301886792453	gsva
GSE15653	GSE21340	Type II diabetes mellitus	Jaccard index	0.05732484076433121	gsva
GSE15653	GSE21340	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.21951219512195122	gsva
GSE15653	GSE38642	Type II diabetes mellitus	Jaccard index	0.16393442622950818	gsva
GSE15653	GSE38642	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.3409090909090909	gsva
GSE15653	GSE40234	Type II diabetes mellitus	Jaccard index	0.10810810810810811	gsva
GSE15653	GSE40234	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.41025641025641024	gsva
GSE20966	GSE21340	Type II diabetes mellitus	Jaccard index	0.13253012048192772	gsva
GSE20966	GSE21340	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.2682926829268293	gsva
GSE20966	GSE38642	Type II diabetes mellitus	Jaccard index	0.128	gsva
GSE20966	GSE38642	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.3018867924528302	gsva
GSE20966	GSE40234	Type II diabetes mellitus	Jaccard index	0.08235294117647059	gsva
GSE20966	GSE40234	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.1794871794871795	gsva
GSE21340	GSE38642	Type II diabetes mellitus	Jaccard index	0.08403361344537816	gsva
GSE21340	GSE38642	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.24390243902439024	gsva
GSE21340	GSE40234	Type II diabetes mellitus	Jaccard index	0.03896103896103896	gsva
GSE21340	GSE40234	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.07692307692307693	gsva
GSE38642	GSE40234	Type II diabetes mellitus	Jaccard index	0.024193548387096774	gsva
GSE38642	GSE40234	Type II diabetes mellitus	Szymkiewicz–Simpson coefficient	0.07692307692307693	gsva
GSE10715	GSE13067	Colorectal cancer	Jaccard index	0.17582417582417584	gsva
GSE10715	GSE13067	Colorectal cancer	Szymkiewicz–Simpson coefficient	0.3076923076923077	gsva
GSE10715	GSE31737	Colorectal cancer	Jaccard index	0.13247863247863248	gsva
GSE10715	GSE31737	Colorectal cancer	Szymkiewicz–Simpson coefficient	0.5636363636363636	gsva
GSE10715	GSE4107	Colorectal cancer	Jaccard index	0.15706806282722513	gsva
GSE10715	GSE4107	Colorectal cancer	Szymkiewicz–Simpson coefficient	0.5454545454545454	gsva
GSE10715	GSE49355	Colorectal cancer	Jaccard index	0.13214285714285715	gsva
GSE10715	GSE49355	Colorectal cancer	Szymkiewicz–Simpson coefficient	0.6727272727272727	gsva
GSE10715	GSE50117	Colorectal cancer	Jaccard index	0.1358695652173913	gsva
GSE10715	GSE50117	Colorectal cancer	Szymkiewicz–Simpson coefficient	0.45454545454545453	gsva
GSE13067	GSE31737	Colorectal cancer	Jaccard index	0.11965811965811966	gsva
GSE13067	GSE31737	Colorectal cancer	Szymkiewicz–Simpson coefficient	0.5384615384615384	gsva
GSE13067	GSE4107	Colorectal cancer	Jaccard index	0.12953367875647667	gsva
GSE13067	GSE4107	Colorectal cancer	Szymkiewicz–Simpson coefficient	0.4807692307692308	gsva
GSE13067	GSE49355	Colorectal cancer	Jaccard index	0.12949640287769784	gsva
GSE13067	GSE49355	Colorectal cancer	Szymkiewicz–Simpson coefficient	0.6923076923076923	gsva
GSE13067	GSE50117	Colorectal cancer	Jaccard index	0.10752688172043011	gsva
GSE13067	GSE50117	Colorectal cancer	Szymkiewicz–Simpson coefficient	0.38461538461538464	gsva
GSE31737	GSE4107	Colorectal cancer	Jaccard index	0.41353383458646614	gsva
GSE31737	GSE4107	Colorectal cancer	Szymkiewicz–Simpson coefficient	0.6626506024096386	gsva
GSE31737	GSE49355	Colorectal cancer	Jaccard index	0.7101449275362319	gsva
GSE31737	GSE49355	Colorectal cancer	Szymkiewicz–Simpson coefficient	0.9333333333333333	gsva
GSE31737	GSE50117	Colorectal cancer	Jaccard index	0.5555555555555556	gsva
GSE31737	GSE50117	Colorectal cancer	Szymkiewicz–Simpson coefficient	0.8441558441558441	gsva
GSE4107	GSE49355	Colorectal cancer	Jaccard index	0.44107744107744107	gsva
GSE4107	GSE49355	Colorectal cancer	Szymkiewicz–Simpson coefficient	0.7891566265060241	gsva
GSE4107	GSE50117	Colorectal cancer	Jaccard index	0.3445378151260504	gsva
GSE4107	GSE50117	Colorectal cancer	Szymkiewicz–Simpson coefficient	0.5324675324675324	gsva
GSE49355	GSE50117	Colorectal cancer	Jaccard index	0.5127272727272727	gsva
GSE49355	GSE50117	Colorectal cancer	Szymkiewicz–Simpson coefficient	0.9155844155844156	gsva
GSE16515	GSE18670	Pancreatic cancer	Jaccard index	0.17032967032967034	gsva
GSE16515	GSE18670	Pancreatic cancer	Szymkiewicz–Simpson coefficient	0.5254237288135594	gsva
GSE16515	GSE23397	Pancreatic cancer	Jaccard index	0.36909871244635195	gsva
GSE16515	GSE23397	Pancreatic cancer	Szymkiewicz–Simpson coefficient	0.5584415584415584	gsva
GSE16515	GSE28735	Pancreatic cancer	Jaccard index	0.6274509803921569	gsva
GSE16515	GSE28735	Pancreatic cancer	Szymkiewicz–Simpson coefficient	0.8311688311688312	gsva
GSE16515	GSE42952	Pancreatic cancer	Jaccard index	0.2875536480686695	gsva
GSE16515	GSE42952	Pancreatic cancer	Szymkiewicz–Simpson coefficient	0.4589041095890411	gsva
GSE18670	GSE23397	Pancreatic cancer	Jaccard index	0.13131313131313133	gsva
GSE18670	GSE23397	Pancreatic cancer	Szymkiewicz–Simpson coefficient	0.4406779661016949	gsva
GSE18670	GSE28735	Pancreatic cancer	Jaccard index	0.16176470588235295	gsva
GSE18670	GSE28735	Pancreatic cancer	Szymkiewicz–Simpson coefficient	0.559322033898305	gsva
GSE18670	GSE42952	Pancreatic cancer	Jaccard index	0.15819209039548024	gsva
GSE18670	GSE42952	Pancreatic cancer	Szymkiewicz–Simpson coefficient	0.4745762711864407	gsva
GSE23397	GSE28735	Pancreatic cancer	Jaccard index	0.4533898305084746	gsva
GSE23397	GSE28735	Pancreatic cancer	Szymkiewicz–Simpson coefficient	0.6484848484848484	gsva
GSE23397	GSE42952	Pancreatic cancer	Jaccard index	0.29583333333333334	gsva
GSE23397	GSE42952	Pancreatic cancer	Szymkiewicz–Simpson coefficient	0.4863013698630137	gsva
GSE28735	GSE42952	Pancreatic cancer	Jaccard index	0.3670886075949367	gsva
GSE28735	GSE42952	Pancreatic cancer	Szymkiewicz–Simpson coefficient	0.5958904109589042	gsva
GSE10927	GSE15641	Renal cell carcinoma	Jaccard index	0.49280575539568344	gsva
GSE10927	GSE15641	Renal cell carcinoma	Szymkiewicz–Simpson coefficient	0.8353658536585366	gsva
GSE10927	GSE33371	Renal cell carcinoma	Jaccard index	1	gsva
GSE10927	GSE33371	Renal cell carcinoma	Szymkiewicz–Simpson coefficient	1	gsva
GSE10927	GSE53757	Renal cell carcinoma	Jaccard index	0.48322147651006714	gsva
GSE10927	GSE53757	Renal cell carcinoma	Szymkiewicz–Simpson coefficient	0.8780487804878049	gsva
GSE15641	GSE33371	Renal cell carcinoma	Jaccard index	0.49280575539568344	gsva
GSE15641	GSE33371	Renal cell carcinoma	Szymkiewicz–Simpson coefficient	0.8353658536585366	gsva
GSE15641	GSE53757	Renal cell carcinoma	Jaccard index	0.7009646302250804	gsva
GSE15641	GSE53757	Renal cell carcinoma	Szymkiewicz–Simpson coefficient	0.8685258964143426	gsva
GSE33371	GSE53757	Renal cell carcinoma	Jaccard index	0.48322147651006714	gsva
GSE33371	GSE53757	Renal cell carcinoma	Szymkiewicz–Simpson coefficient	0.8780487804878049	gsva
GSE19187	GSE23552	Asthma	Jaccard index	0.13529411764705881	gsva
GSE19187	GSE23552	Asthma	Szymkiewicz–Simpson coefficient	0.41818181818181815	gsva
GSE19187	GSE27011	Asthma	Jaccard index	0.1095890410958904	gsva
GSE19187	GSE27011	Asthma	Szymkiewicz–Simpson coefficient	0.3076923076923077	gsva
GSE23552	GSE27011	Asthma	Jaccard index	0.06493506493506493	gsva
GSE23552	GSE27011	Asthma	Szymkiewicz–Simpson coefficient	0.38461538461538464	gsva
GSE16499	GSE3586	Dilated cardiomyopathy	Jaccard index	0.13821138211382114	gsva
GSE16499	GSE3586	Dilated cardiomyopathy	Szymkiewicz–Simpson coefficient	0.27419354838709675	gsva
GSE16499	GSE42955	Dilated cardiomyopathy	Jaccard index	0.08661417322834646	gsva
GSE16499	GSE42955	Dilated cardiomyopathy	Szymkiewicz–Simpson coefficient	0.1774193548387097	gsva
GSE3586	GSE42955	Dilated cardiomyopathy	Jaccard index	0.12408759124087591	gsva
GSE3586	GSE42955	Dilated cardiomyopathy	Szymkiewicz–Simpson coefficient	0.2236842105263158	gsva
GSE45516	GSE64810	Huntington disease	Jaccard index	0.14835164835164835	gsva
GSE45516	GSE64810	Huntington disease	Szymkiewicz–Simpson coefficient	0.391304347826087	gsva
GSE45516	GSE73655	Huntington disease	Jaccard index	0.09574468085106383	gsva
GSE45516	GSE73655	Huntington disease	Szymkiewicz–Simpson coefficient	0.2647058823529412	gsva
GSE64810	GSE73655	Huntington disease	Jaccard index	0.06097560975609756	gsva
GSE64810	GSE73655	Huntington disease	Szymkiewicz–Simpson coefficient	0.29411764705882354	gsva
GSE14580	GSE22619	Inflammatory bowel disease	Jaccard index	0.39285714285714285	gsva
GSE14580	GSE22619	Inflammatory bowel disease	Szymkiewicz–Simpson coefficient	0.6875	gsva
GSE14580	GSE36807	Inflammatory bowel disease	Jaccard index	0.48292682926829267	gsva
GSE14580	GSE36807	Inflammatory bowel disease	Szymkiewicz–Simpson coefficient	0.825	gsva
GSE22619	GSE36807	Inflammatory bowel disease	Jaccard index	0.34782608695652173	gsva
GSE22619	GSE36807	Inflammatory bowel disease	Szymkiewicz–Simpson coefficient	0.5333333333333333	gsva
GSE11682	GSE22260	Prostate cancer	Jaccard index	0.07017543859649122	gsva
GSE11682	GSE22260	Prostate cancer	Szymkiewicz–Simpson coefficient	0.2	gsva
GSE11682	GSE30521	Prostate cancer	Jaccard index	0.087248322147651	gsva
GSE11682	GSE30521	Prostate cancer	Szymkiewicz–Simpson coefficient	0.65	gsva
GSE22260	GSE30521	Prostate cancer	Jaccard index	0.22	gsva
GSE22260	GSE30521	Prostate cancer	Szymkiewicz–Simpson coefficient	0.8048780487804879	gsva
GSE10810	GSE26304	Breast cancer	Jaccard index	0.23076923076923078	gsva
GSE10810	GSE26304	Breast cancer	Szymkiewicz–Simpson coefficient	0.9	gsva
GSE38476	GSE54236	Hepatocellular carcinoma	Jaccard index	0.32489451476793246	gsva
GSE38476	GSE54236	Hepatocellular carcinoma	Szymkiewicz–Simpson coefficient	0.6416666666666667	gsva
GSE30153	GSE50635	Systemic lupus erythematosus	Jaccard index	0.021739130434782608	gsva
GSE30153	GSE50635	Systemic lupus erythematosus	Szymkiewicz–Simpson coefficient	0.045454545454545456	gsva
GSE10586	GSE41762	Type I diabetes mellitus	Jaccard index	0.06722689075630252	gsva
GSE10586	GSE41762	Type I diabetes mellitus	Szymkiewicz–Simpson coefficient	0.17391304347826086	gsva
GSE18838	GSE19587	Parkinson disease	Jaccard index	0.05102040816326531	cepaORA
GSE18838	GSE19587	Parkinson disease	Szymkiewicz–Simpson coefficient	0.13513513513513514	cepaORA
GSE18838	GSE20141	Parkinson disease	Jaccard index	0.11392405063291139	cepaORA
GSE18838	GSE20141	Parkinson disease	Szymkiewicz–Simpson coefficient	0.4090909090909091	cepaORA
GSE18838	GSE20146	Parkinson disease	Jaccard index	0.20833333333333334	cepaORA
GSE18838	GSE20146	Parkinson disease	Szymkiewicz–Simpson coefficient	0.4	cepaORA
GSE18838	GSE20163	Parkinson disease	Jaccard index	0.03333333333333333	cepaORA
GSE18838	GSE20163	Parkinson disease	Szymkiewicz–Simpson coefficient	0.1111111111111111	cepaORA
GSE18838	GSE20164	Parkinson disease	Jaccard index	0.07339449541284404	cepaORA
GSE18838	GSE20164	Parkinson disease	Szymkiewicz–Simpson coefficient	0.1568627450980392	cepaORA
GSE18838	GSE20291	Parkinson disease	Jaccard index	0.09	cepaORA
GSE18838	GSE20291	Parkinson disease	Szymkiewicz–Simpson coefficient	0.20930232558139536	cepaORA
GSE18838	GSE20292	Parkinson disease	Jaccard index	0.05952380952380952	cepaORA
GSE18838	GSE20292	Parkinson disease	Szymkiewicz–Simpson coefficient	0.21739130434782608	cepaORA
GSE18838	GSE20314	Parkinson disease	Jaccard index	0.1038961038961039	cepaORA
GSE18838	GSE20314	Parkinson disease	Szymkiewicz–Simpson coefficient	0.42105263157894735	cepaORA
GSE18838	GSE20333	Parkinson disease	Jaccard index	0.06756756756756757	cepaORA
GSE18838	GSE20333	Parkinson disease	Szymkiewicz–Simpson coefficient	0.38461538461538464	cepaORA
GSE18838	GSE7621	Parkinson disease	Jaccard index	0.16037735849056603	cepaORA
GSE18838	GSE7621	Parkinson disease	Szymkiewicz–Simpson coefficient	0.2982456140350877	cepaORA
GSE18838	GSE90514	Parkinson disease	Jaccard index	0.10112359550561797	cepaORA
GSE18838	GSE90514	Parkinson disease	Szymkiewicz–Simpson coefficient	0.28125	cepaORA
GSE19587	GSE20141	Parkinson disease	Jaccard index	0.07272727272727272	cepaORA
GSE19587	GSE20141	Parkinson disease	Szymkiewicz–Simpson coefficient	0.18181818181818182	cepaORA
GSE19587	GSE20146	Parkinson disease	Jaccard index	0.04819277108433735	cepaORA
GSE19587	GSE20146	Parkinson disease	Szymkiewicz–Simpson coefficient	0.10810810810810811	cepaORA
GSE19587	GSE20163	Parkinson disease	Jaccard index	0.10344827586206896	cepaORA
GSE19587	GSE20163	Parkinson disease	Szymkiewicz–Simpson coefficient	0.2222222222222222	cepaORA
GSE19587	GSE20164	Parkinson disease	Jaccard index	0.07317073170731707	cepaORA
GSE19587	GSE20164	Parkinson disease	Szymkiewicz–Simpson coefficient	0.16216216216216217	cepaORA
GSE19587	GSE20291	Parkinson disease	Jaccard index	0.1111111111111111	cepaORA
GSE19587	GSE20291	Parkinson disease	Szymkiewicz–Simpson coefficient	0.21621621621621623	cepaORA
GSE19587	GSE20292	Parkinson disease	Jaccard index	0.05263157894736842	cepaORA
GSE19587	GSE20292	Parkinson disease	Szymkiewicz–Simpson coefficient	0.13043478260869565	cepaORA
GSE19587	GSE20314	Parkinson disease	Jaccard index	0.01818181818181818	cepaORA
GSE19587	GSE20314	Parkinson disease	Szymkiewicz–Simpson coefficient	0.05263157894736842	cepaORA
GSE19587	GSE20333	Parkinson disease	Jaccard index	0	cepaORA
GSE19587	GSE20333	Parkinson disease	Szymkiewicz–Simpson coefficient	0	cepaORA
GSE19587	GSE7621	Parkinson disease	Jaccard index	0.09302325581395349	cepaORA
GSE19587	GSE7621	Parkinson disease	Szymkiewicz–Simpson coefficient	0.21621621621621623	cepaORA
GSE19587	GSE90514	Parkinson disease	Jaccard index	0.029850746268656716	cepaORA
GSE19587	GSE90514	Parkinson disease	Szymkiewicz–Simpson coefficient	0.0625	cepaORA
GSE20141	GSE20146	Parkinson disease	Jaccard index	0.02857142857142857	cepaORA
GSE20141	GSE20146	Parkinson disease	Szymkiewicz–Simpson coefficient	0.09090909090909091	cepaORA
GSE20141	GSE20163	Parkinson disease	Jaccard index	0.020833333333333332	cepaORA
GSE20141	GSE20163	Parkinson disease	Szymkiewicz–Simpson coefficient	0.045454545454545456	cepaORA
GSE20141	GSE20164	Parkinson disease	Jaccard index	0.028169014084507043	cepaORA
GSE20141	GSE20164	Parkinson disease	Szymkiewicz–Simpson coefficient	0.09090909090909091	cepaORA
GSE20141	GSE20291	Parkinson disease	Jaccard index	0.04838709677419355	cepaORA
GSE20141	GSE20291	Parkinson disease	Szymkiewicz–Simpson coefficient	0.13636363636363635	cepaORA
GSE20141	GSE20292	Parkinson disease	Jaccard index	0	cepaORA
GSE20141	GSE20292	Parkinson disease	Szymkiewicz–Simpson coefficient	0	cepaORA
GSE20141	GSE20314	Parkinson disease	Jaccard index	0.025	cepaORA
GSE20141	GSE20314	Parkinson disease	Szymkiewicz–Simpson coefficient	0.05263157894736842	cepaORA
GSE20141	GSE20333	Parkinson disease	Jaccard index	0.06060606060606061	cepaORA
GSE20141	GSE20333	Parkinson disease	Szymkiewicz–Simpson coefficient	0.15384615384615385	cepaORA
GSE20141	GSE7621	Parkinson disease	Jaccard index	0.05333333333333334	cepaORA
GSE20141	GSE7621	Parkinson disease	Szymkiewicz–Simpson coefficient	0.18181818181818182	cepaORA
GSE20141	GSE90514	Parkinson disease	Jaccard index	0.10204081632653061	cepaORA
GSE20141	GSE90514	Parkinson disease	Szymkiewicz–Simpson coefficient	0.22727272727272727	cepaORA
GSE20146	GSE20163	Parkinson disease	Jaccard index	0.04054054054054054	cepaORA
GSE20146	GSE20163	Parkinson disease	Szymkiewicz–Simpson coefficient	0.1111111111111111	cepaORA
GSE20146	GSE20164	Parkinson disease	Jaccard index	0.18823529411764706	cepaORA
GSE20146	GSE20164	Parkinson disease	Szymkiewicz–Simpson coefficient	0.32	cepaORA
GSE20146	GSE20291	Parkinson disease	Jaccard index	0.0449438202247191	cepaORA
GSE20146	GSE20291	Parkinson disease	Szymkiewicz–Simpson coefficient	0.09302325581395349	cepaORA
GSE20146	GSE20292	Parkinson disease	Jaccard index	0.04285714285714286	cepaORA
GSE20146	GSE20292	Parkinson disease	Szymkiewicz–Simpson coefficient	0.13043478260869565	cepaORA
GSE20146	GSE20314	Parkinson disease	Jaccard index	0.11290322580645161	cepaORA
GSE20146	GSE20314	Parkinson disease	Szymkiewicz–Simpson coefficient	0.3684210526315789	cepaORA
GSE20146	GSE20333	Parkinson disease	Jaccard index	0.06779661016949153	cepaORA
GSE20146	GSE20333	Parkinson disease	Szymkiewicz–Simpson coefficient	0.3076923076923077	cepaORA
GSE20146	GSE7621	Parkinson disease	Jaccard index	0.16304347826086957	cepaORA
GSE20146	GSE7621	Parkinson disease	Szymkiewicz–Simpson coefficient	0.3	cepaORA
GSE20146	GSE90514	Parkinson disease	Jaccard index	0.06493506493506493	cepaORA
GSE20146	GSE90514	Parkinson disease	Szymkiewicz–Simpson coefficient	0.15625	cepaORA
GSE20163	GSE20164	Parkinson disease	Jaccard index	0.14705882352941177	cepaORA
GSE20163	GSE20164	Parkinson disease	Szymkiewicz–Simpson coefficient	0.37037037037037035	cepaORA
GSE20163	GSE20291	Parkinson disease	Jaccard index	0.12903225806451613	cepaORA
GSE20163	GSE20291	Parkinson disease	Szymkiewicz–Simpson coefficient	0.2962962962962963	cepaORA
GSE20163	GSE20292	Parkinson disease	Jaccard index	0.13636363636363635	cepaORA
GSE20163	GSE20292	Parkinson disease	Szymkiewicz–Simpson coefficient	0.2608695652173913	cepaORA
GSE20163	GSE20314	Parkinson disease	Jaccard index	0.022222222222222223	cepaORA
GSE20163	GSE20314	Parkinson disease	Szymkiewicz–Simpson coefficient	0.05263157894736842	cepaORA
GSE20163	GSE20333	Parkinson disease	Jaccard index	0.02564102564102564	cepaORA
GSE20163	GSE20333	Parkinson disease	Szymkiewicz–Simpson coefficient	0.07692307692307693	cepaORA
GSE20163	GSE7621	Parkinson disease	Jaccard index	0.09090909090909091	cepaORA
GSE20163	GSE7621	Parkinson disease	Szymkiewicz–Simpson coefficient	0.25925925925925924	cepaORA
GSE20163	GSE90514	Parkinson disease	Jaccard index	0.05357142857142857	cepaORA
GSE20163	GSE90514	Parkinson disease	Szymkiewicz–Simpson coefficient	0.1111111111111111	cepaORA
GSE20164	GSE20291	Parkinson disease	Jaccard index	0.189873417721519	cepaORA
GSE20164	GSE20291	Parkinson disease	Szymkiewicz–Simpson coefficient	0.3488372093023256	cepaORA
GSE20164	GSE20292	Parkinson disease	Jaccard index	0.12121212121212122	cepaORA
GSE20164	GSE20292	Parkinson disease	Szymkiewicz–Simpson coefficient	0.34782608695652173	cepaORA
GSE20164	GSE20314	Parkinson disease	Jaccard index	0.04477611940298507	cepaORA
GSE20164	GSE20314	Parkinson disease	Szymkiewicz–Simpson coefficient	0.15789473684210525	cepaORA
GSE20164	GSE20333	Parkinson disease	Jaccard index	0.04918032786885246	cepaORA
GSE20164	GSE20333	Parkinson disease	Szymkiewicz–Simpson coefficient	0.23076923076923078	cepaORA
GSE20164	GSE7621	Parkinson disease	Jaccard index	0.125	cepaORA
GSE20164	GSE7621	Parkinson disease	Szymkiewicz–Simpson coefficient	0.23529411764705882	cepaORA
GSE20164	GSE90514	Parkinson disease	Jaccard index	0.024691358024691357	cepaORA
GSE20164	GSE90514	Parkinson disease	Szymkiewicz–Simpson coefficient	0.0625	cepaORA
GSE20291	GSE20292	Parkinson disease	Jaccard index	0.2	cepaORA
GSE20291	GSE20292	Parkinson disease	Szymkiewicz–Simpson coefficient	0.4782608695652174	cepaORA
GSE20291	GSE20314	Parkinson disease	Jaccard index	0	cepaORA
GSE20291	GSE20314	Parkinson disease	Szymkiewicz–Simpson coefficient	0	cepaORA
GSE20291	GSE20333	Parkinson disease	Jaccard index	0.01818181818181818	cepaORA
GSE20291	GSE20333	Parkinson disease	Szymkiewicz–Simpson coefficient	0.07692307692307693	cepaORA
GSE20291	GSE7621	Parkinson disease	Jaccard index	0.0989010989010989	cepaORA
GSE20291	GSE7621	Parkinson disease	Szymkiewicz–Simpson coefficient	0.20930232558139536	cepaORA
GSE20291	GSE90514	Parkinson disease	Jaccard index	0.10294117647058823	cepaORA
GSE20291	GSE90514	Parkinson disease	Szymkiewicz–Simpson coefficient	0.21875	cepaORA
GSE20292	GSE20314	Parkinson disease	Jaccard index	0	cepaORA
GSE20292	GSE20314	Parkinson disease	Szymkiewicz–Simpson coefficient	0	cepaORA
GSE20292	GSE20333	Parkinson disease	Jaccard index	0.02857142857142857	cepaORA
GSE20292	GSE20333	Parkinson disease	Szymkiewicz–Simpson coefficient	0.07692307692307693	cepaORA
GSE20292	GSE7621	Parkinson disease	Jaccard index	0.02564102564102564	cepaORA
GSE20292	GSE7621	Parkinson disease	Szymkiewicz–Simpson coefficient	0.08695652173913043	cepaORA
GSE20292	GSE90514	Parkinson disease	Jaccard index	0.0784313725490196	cepaORA
GSE20292	GSE90514	Parkinson disease	Szymkiewicz–Simpson coefficient	0.17391304347826086	cepaORA
GSE20314	GSE20333	Parkinson disease	Jaccard index	0.10344827586206896	cepaORA
GSE20314	GSE20333	Parkinson disease	Szymkiewicz–Simpson coefficient	0.23076923076923078	cepaORA
GSE20314	GSE7621	Parkinson disease	Jaccard index	0.08571428571428572	cepaORA
GSE20314	GSE7621	Parkinson disease	Szymkiewicz–Simpson coefficient	0.3157894736842105	cepaORA
GSE20314	GSE90514	Parkinson disease	Jaccard index	0.02	cepaORA
GSE20314	GSE90514	Parkinson disease	Szymkiewicz–Simpson coefficient	0.05263157894736842	cepaORA
GSE20333	GSE7621	Parkinson disease	Jaccard index	0.04477611940298507	cepaORA
GSE20333	GSE7621	Parkinson disease	Szymkiewicz–Simpson coefficient	0.23076923076923078	cepaORA
GSE20333	GSE90514	Parkinson disease	Jaccard index	0.046511627906976744	cepaORA
GSE20333	GSE90514	Parkinson disease	Szymkiewicz–Simpson coefficient	0.15384615384615385	cepaORA
GSE7621	GSE90514	Parkinson disease	Jaccard index	0.07228915662650602	cepaORA
GSE7621	GSE90514	Parkinson disease	Szymkiewicz–Simpson coefficient	0.1875	cepaORA
GSE12685	GSE28146	Alzheimer disease	Jaccard index	0.07317073170731707	cepaORA
GSE12685	GSE28146	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.375	cepaORA
GSE12685	GSE36980	Alzheimer disease	Jaccard index	0.05555555555555555	cepaORA
GSE12685	GSE36980	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.1875	cepaORA
GSE12685	GSE37263	Alzheimer disease	Jaccard index	0.03614457831325301	cepaORA
GSE12685	GSE37263	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.1875	cepaORA
GSE12685	GSE39420	Alzheimer disease	Jaccard index	0.06593406593406594	cepaORA
GSE12685	GSE39420	Alzheimer disease	Szymkiewicz–Simpson coefficient	0.375	cepaORA
